city,date,demand_mean,demand_min,demand_max,demand_sum,demand_std,temperature_mean,temperature_min,temperature_max,temperature_std,humidity_mean,humidity_min,humidity_max,windSpeed_mean,windSpeed_max
houston,2018-09-10,13095.17,13034.12,13156.22,26190.34,86.33773798287642,74.72,74.47,74.97,0.3535533905932738,94.5,93.0,96.0,3.1149999999999998,5.18
houston,2018-09-11,11939.286,10267.39,13182.94,59696.43,1233.7598952713615,75.1,73.8,77.6,1.531355608603042,92.8,86.0,99.0,5.112,9.0
houston,2018-09-12,12810.369999999999,11552.0,14068.74,25620.739999999998,1779.6039204834321,78.69,77.07,80.31,2.2910259710444203,87.5,85.0,90.0,6.805,9.62
houston,2018-09-13,11154.49,11154.49,11154.49,11154.49,,85.2,85.2,85.2,,65.0,65.0,65.0,5.02,5.02
houston,2018-09-14,13331.49,13331.49,13331.49,13331.49,,74.88,74.88,74.88,,100.0,100.0,100.0,7.07,7.07
houston,2018-09-15,13513.62,13513.62,13513.62,13513.62,,75.69,75.69,75.69,,95.0,95.0,95.0,7.51,7.51
houston,2018-09-16,12294.46,11407.11,13181.81,24588.92,1254.9024045717645,84.485,78.97,90.0,7.79938779648762,71.5,55.00000000000001,88.0,5.779999999999999,11.11
houston,2018-09-17,13582.625,11552.0,15613.25,27165.25,2871.7374150938663,81.185,78.9,83.47,3.2314779900225172,79.0,72.0,86.0,3.4099999999999997,5.77
houston,2018-09-19,13228.157500000001,11552.0,15257.12,52912.630000000005,1526.3600750887715,88.365,81.86,96.82,6.888354907620058,61.5,44.0,77.0,3.21,4.96
houston,2018-09-20,13002.075,11552.0,14452.15,26004.15,2050.715731458166,90.66499999999999,86.48,94.85,5.9184837585314005,58.0,50.0,66.0,5.8,8.37
houston,2018-09-21,11552.0,11552.0,11552.0,11552.0,,83.34,83.34,83.34,,77.0,77.0,77.0,2.41,2.41
houston,2018-09-22,11501.404999999999,11450.81,11552.0,23002.809999999998,71.55213518826775,81.475,81.24,81.71,0.33234018715767655,81.5,81.0,82.0,2.73,3.68
houston,2018-09-23,10745.265,9938.53,11552.0,21490.53,1140.8955782410578,76.405,76.15,76.66,0.3606244584051328,96.5,95.0,98.0,2.54,3.14
houston,2018-09-24,12373.59,12373.59,12373.59,12373.59,,81.61,81.61,81.61,,62.0,62.0,62.0,3.98,3.98
houston,2018-09-25,11683.355,11552.0,11814.71,23366.71,185.7640224855173,78.71,76.71,80.71,2.8284271247461903,86.5,79.0,94.0,4.185,5.81
houston,2018-09-26,11552.0,11552.0,11552.0,23104.0,0.0,83.49000000000001,77.31,89.67,8.739839815465732,80.0,64.0,96.0,4.61,6.78
houston,2018-09-27,12189.3,11552.0,12826.6,24378.6,901.2783033003743,71.035,70.24,71.83,1.124299782086613,94.5,93.0,96.0,6.279999999999999,6.46
houston,2018-09-28,11552.0,11552.0,11552.0,11552.0,,74.77,74.77,74.77,,92.0,92.0,92.0,4.39,4.39
houston,2018-09-29,11589.615000000002,10870.04,12309.19,23179.230000000003,1017.632724144619,75.53,74.19,76.87,1.8950461735799522,98.0,96.0,100.0,5.655,5.94
houston,2018-09-30,12430.356666666667,11552.0,13770.43,74582.14,904.2267617067448,74.54833333333333,73.1,77.69,1.9845847592548613,98.0,92.0,100.0,5.405,7.93
houston,2018-10-01,12497.445,9998.21,14996.68,24994.89,3534.452032557523,76.015,73.72,78.31,3.2456201256462553,95.0,90.0,100.0,4.465,4.87
houston,2018-10-02,13415.216,11552.0,16368.55,67076.08,2122.494585842329,76.422,72.79,86.38,5.6067165079037045,93.6,81.0,100.0,4.01,5.55
houston,2018-10-03,11507.93,10840.46,12175.4,23015.86,943.9451264771694,80.96000000000001,80.17,81.75,1.117228714274749,95.0,93.0,97.0,4.6850000000000005,4.89
houston,2018-10-07,11657.69,11552.0,11974.76,46630.76,211.38000000000014,85.4125,80.43,90.11,4.6161627282119655,74.75,62.0,90.0,7.865,9.45
houston,2018-10-08,15336.289999999999,13780.66,16891.92,30672.579999999998,2199.993044034457,78.8,77.13,80.47,2.3617366491630714,89.5,87.0,92.0,5.665,6.44
houston,2018-10-09,15210.470000000001,12236.67,17751.85,76052.35,2052.475726640877,80.532,77.45,86.41,3.5361094440076304,88.0,70.0,95.0,7.162000000000001,11.38
houston,2018-10-10,11552.0,11552.0,11552.0,11552.0,,86.78,86.78,86.78,,67.0,67.0,67.0,8.36,8.36
houston,2018-10-11,11607.903333333334,11387.97,11743.76,34823.71,192.21939400938044,73.85000000000001,72.26,76.82,2.5742377512576304,70.0,49.0,81.0,5.476666666666667,6.7
houston,2018-10-12,12336.45,11642.63,13030.27,24672.9,981.2096538457024,73.69,68.42,78.96,7.452905473706205,58.5,45.0,72.0,6.154999999999999,6.42
houston,2018-10-13,11755.073333333334,11552.0,12161.22,35265.22,351.7333309957033,79.72666666666667,75.15,82.6,4.006448968018103,71.33333333333333,57.99999999999999,89.0,5.816666666666666,8.2
houston,2018-10-14,13324.893333333333,10443.58,15323.99,39974.68,2557.015863703886,80.93666666666667,78.64,83.27,2.3152177723344565,81.33333333333333,74.0,90.0,9.24,10.44
houston,2018-10-15,10963.43,10963.43,10963.43,10963.43,,83.76,83.76,83.76,,71.0,71.0,71.0,9.27,9.27
houston,2018-10-16,10483.79,10483.79,10483.79,10483.79,,59.71,59.71,59.71,,97.0,97.0,97.0,7.74,7.74
houston,2018-10-18,10738.57,10016.98,11552.0,32215.71,771.6200744537433,61.153333333333336,57.77,66.0,4.305721000405546,84.66666666666667,76.0,92.0,8.56,8.93
houston,2018-10-19,11078.619999999999,10588.05,11569.19,22157.239999999998,693.7707472933695,66.31,64.73,67.89,2.234457428549488,87.0,85.0,89.0,8.155000000000001,8.57
houston,2018-10-20,11552.0,11552.0,11552.0,11552.0,,69.45,69.45,69.45,,97.0,97.0,97.0,7.13,7.13
houston,2018-10-21,11552.0,11552.0,11552.0,11552.0,,69.72,69.72,69.72,,88.0,88.0,88.0,10.1,10.1
houston,2018-10-23,10857.635,10163.27,11552.0,21715.27,981.9804002371939,58.345,55.77,60.92,3.6415999231107214,81.5,76.0,87.0,7.359999999999999,8.87
houston,2018-10-24,11552.0,11552.0,11552.0,11552.0,,64.13,64.13,64.13,,93.0,93.0,93.0,9.72,9.72
houston,2018-10-26,11552.0,11552.0,11552.0,23104.0,0.0,58.6,58.49,58.71,0.15556349186103965,87.0,85.0,89.0,3.3899999999999997,4.02
houston,2018-10-28,8334.83,8334.83,8334.83,8334.83,,76.67,76.67,76.67,,55.00000000000001,55.00000000000001,55.00000000000001,4.8,4.8
houston,2018-10-29,11552.0,11552.0,11552.0,11552.0,,66.17,66.17,66.17,,93.0,93.0,93.0,2.9,2.9
houston,2018-10-30,11710.7625,11552.0,12187.05,46843.05,317.52499999999935,73.27,69.9,80.94,5.165133105738896,80.25,65.0,89.0,6.1625,11.69
houston,2018-10-31,11313.676666666666,9612.69,12061.37,67882.06,857.8569817555058,77.895,73.97,84.27,4.606598528198437,73.83333333333333,54.0,87.0,9.263333333333334,14.1
houston,2018-11-01,11368.964,10636.82,11552.0,56844.82,409.28093832965163,65.224,58.85,73.39,7.04816146239571,88.6,71.0,100.0,8.952,11.67
houston,2018-11-02,10430.695,10402.12,10459.27,20861.39,40.41115254481158,54.22,52.43,56.01,2.531442276647839,80.0,76.0,84.0,4.5600000000000005,5.37
houston,2018-11-04,10411.105,9914.97,10907.24,20822.21,701.6408457679759,66.61,61.88,71.34,6.689230150024742,88.0,83.0,93.0,6.855,7.37
houston,2018-11-06,12971.883333333333,11552.0,15481.44,38915.65,2179.6021789384718,75.62666666666667,75.17,76.06,0.445458565226146,96.66666666666667,96.0,97.0,4.4,5.2
houston,2018-11-07,11552.0,11552.0,11552.0,23104.0,0.0,77.805,75.85,79.76,2.7647875144394134,94.0,88.0,100.0,4.55,5.24
houston,2018-11-08,11057.494999999999,10858.56,11256.43,22114.989999999998,281.33657503069287,72.51,68.9,76.12,5.1053109601668725,95.5,94.0,97.0,4.41,5.04
houston,2018-11-09,10605.33,9658.66,11552.0,21210.66,1338.793553091738,54.46,54.33,54.59,0.18384776310850598,83.0,82.0,84.0,13.375,13.62
houston,2018-11-10,11552.0,11552.0,11552.0,11552.0,,51.2,51.2,51.2,,79.0,79.0,79.0,10.05,10.05
houston,2018-11-11,11552.0,11552.0,11552.0,11552.0,,48.49,48.49,48.49,,83.0,83.0,83.0,7.11,7.11
houston,2018-11-12,11552.0,11552.0,11552.0,23104.0,0.0,53.635000000000005,51.92,55.35,2.4253762594698554,90.5,85.0,96.0,8.09,10.96
houston,2018-11-14,12116.550000000001,11552.0,13245.65,36349.65,977.8292834130094,36.666666666666664,33.72,38.14,2.5518881898181456,74.33333333333333,70.0,83.0,9.633333333333333,11.16
houston,2018-11-15,11552.0,11552.0,11552.0,11552.0,,41.03,41.03,41.03,,51.0,51.0,51.0,4.35,4.35
houston,2018-11-16,10882.2175,9859.6,11552.0,43528.87,825.3119538847113,48.1325,41.76,61.55,9.0453316688776,67.5,28.999999999999996,85.0,2.3325,3.92
houston,2018-11-17,11227.015,10252.06,11552.0,44908.06,649.9700000000007,62.1375,52.02,68.68,7.487876312190705,57.5,36.0,82.0,4.245,5.97
houston,2018-11-19,8902.255,8853.46,8951.05,17804.51,69.00655077599528,56.43,55.51,57.35,1.30107647738325,87.0,86.0,88.0,8.605,8.75
houston,2018-11-21,11244.333333333334,11088.64,11552.0,33733.0,266.45364124615224,46.56333333333333,44.0,51.08,3.923421126177169,82.33333333333333,74.0,87.0,5.59,6.63
houston,2018-11-23,10094.346666666666,8685.3,11552.0,30283.04,1433.9679837895037,60.693333333333335,56.26,64.76,4.2618462352991315,73.66666666666667,49.0,88.0,3.3699999999999997,4.07
houston,2018-11-24,10460.503333333334,8277.51,11552.0,31381.510000000002,1890.5276829587367,64.57333333333334,57.74,71.19,6.72761721067224,84.33333333333333,79.0,92.0,3.6333333333333333,4.96
houston,2018-11-25,11223.268,9908.34,11552.0,56116.34,735.0670983794606,68.94,64.48,74.31,4.855218841617752,77.2,50.0,97.0,6.392,8.61
houston,2018-11-26,10963.515,10695.5,11231.53,21927.03,379.0304479194262,61.254999999999995,48.54,73.97,17.9817254455739,56.0,53.0,59.0,11.99,12.41
houston,2018-11-27,11432.686666666666,10947.88,11675.36,34298.06,419.85497607308855,45.47,41.01,51.88,5.6913179492978605,57.333333333333336,42.0,69.0,5.59,6.18
houston,2018-11-28,10588.25,9792.49,11384.01,21176.5,1125.3745843940144,55.08,48.44,61.72,9.39037805415735,52.0,28.999999999999996,75.0,3.8449999999999998,3.96
houston,2018-11-29,10976.8,10976.8,10976.8,10976.8,,66.59,66.59,66.59,,92.0,92.0,92.0,6.09,6.09
houston,2018-11-30,11368.9125,10391.82,11986.03,90951.3,486.4451627514512,70.14750000000001,67.45,77.44,3.939400788372333,93.125,75.0,100.0,5.9375,13.95
houston,2018-12-01,9130.265,9045.35,9215.18,18260.53,120.08794464891196,77.77000000000001,76.79,78.75,1.3859292911256338,79.5,76.0,83.0,12.035,12.82
houston,2018-12-02,10679.255000000001,9806.51,11552.0,21358.510000000002,1234.2478154933074,56.78,55.4,58.16,1.9516147160748671,69.5,65.0,74.0,3.71,4.07
houston,2018-12-04,11096.975,10641.95,11552.0,22193.95,643.502526218817,48.269999999999996,47.06,49.48,1.7111984104714386,65.5,62.0,69.0,8.915,9.01
houston,2018-12-05,10585.455,9618.91,11552.0,21170.91,1366.9010476439032,59.97,59.54,60.4,0.6081118318204305,41.0,39.0,43.0,7.1850000000000005,7.96
houston,2018-12-06,11412.226666666667,11132.68,11552.0,34236.68,242.0945148765936,55.416666666666664,50.09,59.39,4.795428378501059,61.333333333333336,32.0,83.0,4.81,6.27
houston,2018-12-07,11552.0,11552.0,11552.0,23104.0,0.0,63.615,63.42,63.81,0.27577164466275395,89.0,81.0,97.0,5.845000000000001,6.45
houston,2018-12-08,11552.0,11552.0,11552.0,23104.0,0.0,68.84,64.89,72.79,5.5861435713737295,91.5,87.0,96.0,7.53,8.31
houston,2018-12-09,11552.0,11552.0,11552.0,23104.0,0.0,45.629999999999995,42.82,48.44,3.9739401102683978,86.0,82.0,90.0,11.620000000000001,11.67
houston,2018-12-10,10957.046666666667,10134.92,11552.0,32871.14,735.3466693562519,43.833333333333336,42.15,46.63,2.43869500621405,86.0,78.0,90.0,6.05,9.11
houston,2018-12-11,11552.0,11552.0,11552.0,11552.0,,43.07,43.07,43.07,,79.0,79.0,79.0,1.22,1.22
houston,2018-12-13,11552.0,11552.0,11552.0,11552.0,,66.02,66.02,66.02,,84.0,84.0,84.0,7.49,7.49
houston,2018-12-14,12599.78,12400.29,12799.27,25199.56,282.1214635578084,45.055,44.62,45.49,0.6151828996322996,89.5,88.0,91.0,12.71,12.96
houston,2018-12-15,11433.182499999999,11076.73,11552.0,45732.729999999996,237.6350000000002,48.6075,46.57,50.77,1.8816371417819466,79.5,74.0,84.0,8.8825,9.7
houston,2018-12-16,10176.78,9854.69,10498.87,20353.56,455.50404630475043,51.370000000000005,46.7,56.04,6.6043773362823535,57.5,50.0,65.0,4.38,5.75
houston,2018-12-17,10722.393333333333,9063.18,11552.0,32167.18,1436.9208969645242,62.97,57.31,66.03,4.907096901427561,60.0,49.0,80.0,2.1133333333333333,2.44
houston,2018-12-18,11224.434,10546.41,11552.0,56122.17,467.55781565492,58.47800000000001,51.85,68.82,7.72197643094046,76.4,43.0,96.0,2.634,2.82
houston,2018-12-20,10501.16,9450.32,11552.0,21002.32,1486.1121798841434,57.28,57.03,57.53,0.3535533905932738,88.0,85.0,91.0,2.55,3.01
houston,2018-12-21,9857.596666666666,9558.01,10445.16,29572.79,508.87788420536833,55.89666666666667,44.38,62.4,10.00151155242713,43.0,34.0,61.0,14.64,18.88
houston,2018-12-22,10196.694,9686.28,11552.0,50983.47,778.8027659041792,53.532000000000004,49.85,59.56,3.8401979115665403,61.6,35.0,78.0,4.558,5.62
houston,2018-12-23,11552.0,11552.0,11552.0,11552.0,,61.99,61.99,61.99,,91.0,91.0,91.0,4.61,4.61
houston,2018-12-24,10471.199999999999,9928.14,11552.0,31413.6,936.0040361024094,66.34666666666666,63.26,67.89,2.6731317463479707,42.333333333333336,39.0,49.0,7.39,8.04
houston,2018-12-26,11552.0,11552.0,11552.0,11552.0,,62.81,62.81,62.81,,87.0,87.0,87.0,6.29,6.29
houston,2018-12-27,10434.145,9316.29,11552.0,20868.29,1580.8857017665755,67.925,65.86,69.99,2.920351006300438,84.0,84.0,84.0,22.59,27.3
houston,2018-12-28,10817.942,8908.03,11552.0,54089.71,1156.4713968014946,59.138,49.69,69.81,9.903348928519081,62.6,45.0,81.0,6.356,8.2
houston,2018-12-29,11552.0,11552.0,11552.0,11552.0,,50.12,50.12,50.12,,65.0,65.0,65.0,8.61,8.61
houston,2018-12-31,10955.64,10359.28,11552.0,21911.28,843.3804000568191,47.605,46.98,48.23,0.8838834764831844,85.5,85.0,86.0,5.5600000000000005,8.15
houston,2019-01-01,9611.46,9503.75,9698.89,28834.379999999997,99.13810417795882,52.876666666666665,44.95,57.68,6.9158971459481196,79.0,69.0,91.0,2.813333333333333,3.15
houston,2019-01-02,10567.79,8904.37,12231.21,21135.58,2352.431123922653,55.95,50.8,61.1,7.28319984622144,76.5,63.0,90.0,7.449999999999999,9.11
houston,2019-01-03,9142.8,9142.8,9142.8,9142.8,,52.06,52.06,52.06,,90.0,90.0,90.0,7.57,7.57
houston,2019-01-04,10828.465,10704.51,10952.42,21656.93,175.2988421239569,43.085,39.67,46.5,4.829539315504118,84.5,83.0,86.0,7.949999999999999,10.28
houston,2019-01-05,10991.71,9871.13,11552.0,32975.13,970.4507469727666,50.583333333333336,45.93,54.31,4.266161428419386,75.33333333333333,61.0,86.0,4.463333333333333,9.78
houston,2019-01-06,11552.0,11552.0,11552.0,11552.0,,52.99,52.99,52.99,,84.0,84.0,84.0,2.9,2.9
houston,2019-01-07,11552.0,11552.0,11552.0,23104.0,0.0,62.965,60.73,65.2,3.1607673119038693,87.5,84.0,91.0,4.734999999999999,6.8
houston,2019-01-08,11552.0,11552.0,11552.0,23104.0,0.0,65.725,62.2,69.25,4.985102807365163,84.0,76.0,92.0,4.425,5.42
houston,2019-01-09,10324.322,7978.63,11552.0,51621.61,1460.6172292801423,63.86,54.46,75.66,8.7988323088919,66.6,40.0,86.0,7.67,11.09
houston,2019-01-10,10952.705,10353.41,11552.0,21905.41,847.5311168623841,49.51,46.79,52.23,3.846660889654817,63.5,56.99999999999999,70.0,3.76,3.92
houston,2019-01-11,9840.89,9101.23,10580.55,19681.78,1046.0372035448834,56.405,51.1,61.71,7.502402948389269,47.5,28.000000000000004,67.0,3.8449999999999998,5.06
houston,2019-01-12,11552.0,11552.0,11552.0,23104.0,0.0,61.599999999999994,59.9,63.3,2.404163056034258,79.5,62.0,97.0,9.219999999999999,10.35
houston,2019-01-13,10137.89,10137.89,10137.89,10137.89,,42.13,42.13,42.13,,82.0,82.0,82.0,6.17,6.17
houston,2019-01-14,11552.0,11552.0,11552.0,11552.0,,55.81,55.81,55.81,,51.0,51.0,51.0,7.62,7.62
houston,2019-01-15,11374.06,11135.25,11552.0,34122.18,214.93954568668818,45.1,44.37,45.55,0.6378871373526829,79.33333333333333,76.0,82.0,4.4799999999999995,5.09
houston,2019-01-16,11006.659999999998,9915.98,11552.0,33019.979999999996,944.5565873996118,54.06666666666666,50.87,58.56,4.005625211291409,75.0,59.0,86.0,3.5033333333333334,6.29
houston,2019-01-17,10796.3675,9533.0,11552.0,43185.47,966.0075156151737,59.9375,58.35,62.38,1.8002476681464332,89.75,81.0,99.0,8.2025,9.05
houston,2019-01-18,10652.74,10652.74,10652.74,10652.74,,58.35,58.35,58.35,,94.0,94.0,94.0,2.13,2.13
houston,2019-01-19,11229.466,9939.33,11552.0,56147.33,721.2079490549173,61.617999999999995,50.26,69.94,8.795721687275016,84.4,70.0,96.0,14.624,19.75
houston,2019-01-20,11168.603333333333,10775.24,11552.0,33505.81,388.475900453726,46.53666666666666,42.47,48.73,3.525469235907941,53.333333333333336,48.0,56.99999999999999,17.136666666666667,20.14
houston,2019-01-21,11694.085,11552.0,11836.17,23388.17,200.9385340097819,45.08,40.06,50.1,7.099352083112934,77.5,75.0,80.0,4.550000000000001,6.98
houston,2019-01-22,11552.0,11552.0,11552.0,34656.0,0.0,62.88666666666666,58.84,69.95,6.138667064871113,75.33333333333333,70.0,79.0,11.903333333333334,14.97
houston,2019-01-23,11999.902,11552.0,12907.74,59999.51,635.6098159405657,52.408,37.35,68.38,14.805643180895586,83.0,72.0,88.0,11.104,14.09
houston,2019-01-24,12272.465,11552.0,12992.93,24544.93,1018.8913742151321,42.27,40.02,44.52,3.181980515339464,58.0,54.0,62.0,13.055,13.13
houston,2019-01-25,13001.32,13001.32,13001.32,13001.32,,47.89,47.89,47.89,,61.0,61.0,61.0,4.0,4.0
houston,2019-01-26,10326.480000000001,9681.25,11552.0,30979.440000000002,1061.8280245406972,50.28,44.26,61.97,10.125349376688192,74.0,38.0,92.0,4.403333333333333,7.16
houston,2019-01-27,9922.695,9454.69,10390.7,19845.39,661.8590182584212,51.695,49.54,53.85,3.047630226914021,85.5,78.0,93.0,3.4450000000000003,4.33
houston,2019-01-30,11552.0,11552.0,11552.0,11552.0,,41.43,41.43,41.43,,56.00000000000001,56.00000000000001,56.00000000000001,4.96,4.96
houston,2019-01-31,10559.369999999999,9566.74,11552.0,21118.739999999998,1403.7908084184048,50.45,48.97,51.93,2.0930360723121786,58.5,33.0,84.0,7.395,7.86
houston,2019-02-03,9557.565,8604.3,10077.03,38230.26,690.5063587686935,59.707499999999996,59.41,59.94,0.22911059920193066,97.5,93.0,99.0,5.075,5.25
houston,2019-02-05,11312.3125,10593.25,11552.0,45249.25,479.375,71.9625,69.19,74.73,2.668724726656285,90.5,84.0,96.0,5.182499999999999,6.3
houston,2019-02-06,9158.48,9158.48,9158.48,9158.48,,74.08,74.08,74.08,,88.0,88.0,88.0,9.28,9.28
houston,2019-02-07,10495.145,10443.73,10546.56,20990.29,72.71179030941327,71.53,70.77,72.29,1.0748023074035595,92.5,92.0,93.0,10.42,10.56
houston,2019-02-08,12638.85,11552.0,13671.99,37916.55,1061.015067329394,41.096666666666664,39.94,43.21,1.8329302587205376,52.666666666666664,48.0,56.99999999999999,11.623333333333335,12.52
houston,2019-02-09,12086.96,11552.0,12922.67,36260.88,733.1589078092148,39.42333333333334,38.32,41.61,1.8937352859714391,65.0,61.0,72.0,8.45,9.69
houston,2019-02-10,11081.75,10611.5,11552.0,22163.5,665.0339277059479,43.97,43.57,44.37,0.565685424949236,72.0,71.0,73.0,7.355,7.44
houston,2019-02-11,9243.66,9243.66,9243.66,9243.66,,63.09,63.09,63.09,,80.0,80.0,80.0,7.99,7.99
houston,2019-02-12,11552.0,11552.0,11552.0,11552.0,,70.67,70.67,70.67,,91.0,91.0,91.0,10.71,10.71
houston,2019-02-15,11345.1875,10902.33,11552.0,45380.75,306.8768073538087,65.27,61.25,73.95,5.841249866252943,84.5,56.99999999999999,97.0,6.43,14.08
houston,2019-02-17,10089.9,9626.24,10553.56,20179.8,655.714260329909,60.41,59.96,60.86,0.6363961030678943,85.0,77.0,93.0,6.65,7.69
houston,2019-02-18,11552.0,11552.0,11552.0,23104.0,0.0,53.144999999999996,49.0,57.29,5.861915216036476,68.5,65.0,72.0,9.875,10.22
houston,2019-02-19,10787.150000000001,9282.29,12292.01,21574.300000000003,2128.193421472775,54.905,45.87,63.94,12.777419536040917,59.5,30.0,89.0,10.705,11.08
houston,2019-02-20,11168.355,10784.71,11552.0,22336.71,542.5559621366267,45.82,45.24,46.4,0.8202438661763928,91.5,87.0,96.0,9.18,9.33
houston,2019-02-21,11628.465,11552.0,11704.93,23256.93,108.13784004685891,54.36,54.36,54.36,0.0,80.0,80.0,80.0,7.56,7.56
houston,2019-02-22,11552.0,11552.0,11552.0,34656.0,0.0,52.10999999999999,51.68,52.53,0.42508822613664454,90.0,87.0,93.0,7.596666666666667,7.84
houston,2019-02-23,10549.293333333333,9619.95,11552.0,31647.88,968.1120465283618,70.85333333333334,69.67,71.46,1.0249064998005042,98.0,96.0,100.0,6.266666666666666,8.2
houston,2019-02-24,11552.0,11552.0,11552.0,11552.0,,49.72,49.72,49.72,,63.0,63.0,63.0,6.31,6.31
houston,2019-02-25,11552.0,11552.0,11552.0,11552.0,,50.61,50.61,50.61,,56.00000000000001,56.00000000000001,56.00000000000001,9.32,9.32
houston,2019-02-27,10249.44,9121.26,10849.83,30748.32,977.7066402045141,61.15,60.2,62.23,1.02122475488993,96.33333333333333,93.0,98.0,5.343333333333334,7.2
houston,2019-02-28,11029.9675,10305.54,11552.0,44119.87,625.0331181292183,68.0775,67.24,69.38,1.0389217166530553,99.0,97.0,100.0,2.175,3.44
houston,2019-03-01,9796.205,9224.84,10367.57,19592.41,808.0321320653031,48.010000000000005,46.68,49.34,1.8809040379562165,90.5,85.0,96.0,6.255,7.6
houston,2019-03-02,10987.133333333333,9857.4,11552.0,32961.4,978.37776616874,61.083333333333336,60.95,61.16,0.11590225767142168,92.0,88.0,94.0,3.4,4.62
houston,2019-03-03,11552.0,11552.0,11552.0,23104.0,0.0,66.4,65.31,67.49,1.5414927829866634,96.5,95.0,98.0,3.685,5.07
houston,2019-03-04,11552.0,11552.0,11552.0,11552.0,,37.65,37.65,37.65,,85.0,85.0,85.0,11.25,11.25
houston,2019-03-06,11552.0,11552.0,11552.0,23104.0,0.0,41.33,40.62,42.04,1.0040916292848987,57.0,54.0,60.0,4.645,4.94
houston,2019-03-08,10659.92,10659.92,10659.92,10659.92,,66.8,66.8,66.8,,96.0,96.0,96.0,7.3,7.3
houston,2019-03-09,11236.17,10468.64,11687.87,33708.51,668.1630713381287,73.75333333333333,70.84,79.37,4.865309171402507,86.0,73.0,93.0,11.193333333333333,13.29
houston,2019-03-10,10149.51,10149.51,10149.51,10149.51,,79.01,79.01,79.01,,73.0,73.0,73.0,14.23,14.23
houston,2019-03-11,11552.0,11552.0,11552.0,23104.0,0.0,69.93,69.76,70.1,0.24041630560341348,98.0,97.0,99.0,4.77,5.1
houston,2019-03-12,8973.51,8973.51,8973.51,8973.51,,78.41,78.41,78.41,,72.0,72.0,72.0,9.39,9.39
houston,2019-03-14,10431.635,9708.18,11155.09,20863.27,1023.1198727666274,67.825,64.28,71.37,5.013387078612625,90.5,84.0,97.0,9.19,12.28
houston,2019-03-15,10787.21,10073.81,11552.0,32361.629999999997,740.4337364680246,59.423333333333325,56.48,62.63,3.0834450430214178,42.0,35.0,50.0,10.200000000000001,11.39
houston,2019-03-16,10871.7675,9774.19,11552.0,43487.07,856.1967675472346,56.285,53.0,59.6,2.8699070832810385,40.75,34.0,47.0,7.58,8.8
houston,2019-03-17,10304.396666666666,9589.64,11552.0,30913.19,1084.2778103573519,54.913333333333334,52.48,56.63,2.165833173015259,64.0,60.0,69.0,2.4433333333333334,3.6
houston,2019-03-19,10842.244999999999,10801.05,10883.44,21684.489999999998,58.258527701959885,58.055,55.12,60.99,4.150716805565037,60.5,51.0,70.0,2.875,2.92
houston,2019-03-20,10094.345000000001,8636.69,11552.0,20188.690000000002,2061.435470260953,62.115,53.17,71.06,12.650140315427334,58.0,31.0,85.0,6.63,11.35
houston,2019-03-21,11170.310000000001,10788.62,11552.0,22340.620000000003,539.7911746221866,62.5,59.86,65.14,3.733523804664972,56.5,39.0,74.0,3.63,4.6
houston,2019-03-22,10096.72,10096.72,10096.72,10096.72,,61.94,61.94,61.94,,60.0,60.0,60.0,3.47,3.47
houston,2019-03-23,9914.7,9804.73,10024.67,19829.4,155.521065454169,59.739999999999995,58.57,60.91,1.6546298679765161,87.0,85.0,89.0,4.51,5.05
houston,2019-03-24,11172.38,10508.64,11552.0,44689.52,495.9481580434266,69.515,62.56,72.66,4.78178139748497,70.5,60.0,95.0,9.28,11.42
houston,2019-03-25,12230.596666666666,11552.0,12631.64,36691.79,590.9166794340234,71.7,67.34,78.32,5.828447477673618,88.0,71.0,98.0,4.1000000000000005,5.87
houston,2019-03-26,11372.226666666667,10908.51,11656.17,34116.68,404.953957177026,68.00666666666667,60.68,73.42,6.581985516037952,58.333333333333336,49.0,69.0,7.366666666666666,8.36
houston,2019-03-27,10713.72,10713.72,10713.72,10713.72,,61.49,61.49,61.49,,70.0,70.0,70.0,5.64,5.64
houston,2019-03-28,10215.98,10021.62,10410.34,20431.96,274.86654798283496,58.485,57.3,59.67,1.6758430714121209,78.5,73.0,84.0,3.815,4.54
houston,2019-03-29,9600.935,8417.31,10784.56,19201.87,1673.8985277638546,69.155,63.62,74.69,7.827672067735079,70.5,52.0,89.0,8.73,13.03
houston,2019-03-30,10827.3775,9341.24,11552.0,43309.51,1042.4524386392884,69.98,63.87,76.42,6.436111662590494,83.5,61.0,99.0,7.8675,14.27
houston,2019-03-31,10872.59,10193.18,11552.0,21745.18,960.8308364119043,51.34,49.65,53.03,2.39002092041053,64.0,64.0,64.0,13.405000000000001,14.43
houston,2019-04-01,11552.0,11552.0,11552.0,23104.0,0.0,52.19,47.19,57.19,7.0710678118654755,56.5,48.0,65.0,7.99,9.24
houston,2019-04-02,10324.1,10324.1,10324.1,10324.1,,54.32,54.32,54.32,,62.0,62.0,62.0,1.06,1.06
houston,2019-04-03,10214.03,8591.37,11552.0,30642.09,1500.7060992412862,65.12333333333333,56.04,72.12,8.24058452619311,55.666666666666664,25.0,79.0,6.216666666666666,8.66
houston,2019-04-04,8971.33,8971.33,8971.33,8971.33,,69.05,69.05,69.05,,65.0,65.0,65.0,11.75,11.75
houston,2019-04-05,11306.07,10364.9,12247.24,22612.14,1331.015378498686,71.4,68.02,74.78,4.78004184082107,93.0,86.0,100.0,3.0349999999999997,4.89
