city,year,week,demand_mean,demand_min,demand_max,demand_sum,demand_std,temperature_mean,temperature_min,temperature_max,temperature_std,humidity_mean,windSpeed_mean
phoenix,2019,17,2946.3,2543.0,4564.0,29463.0,608.1662875672519,79.111,63.51,96.37,11.905356824182599,18.0,3.661
phoenix,2019,18,2700.8,2313.0,3096.0,27008.0,265.85743882347504,82.857,70.66,93.26,6.509466696025619,19.8,2.848
phoenix,2019,19,2613.0,2409.0,3298.0,15678.0,350.89656595640827,77.455,60.87,90.42,10.69729077851023,28.0,4.373333333333334
phoenix,2019,20,3175.214285714286,2416.0,4426.0,44453.0,664.3693572532849,77.47357142857143,61.86,86.77,8.252884444141435,26.928571428571427,4.2542857142857144
phoenix,2019,21,2666.285714285714,2357.0,3193.0,18664.0,332.3751466268771,69.78428571428572,61.52,76.34,4.880310294584617,26.428571428571427,5.798571428571428
phoenix,2019,22,3286.8888888888887,2415.0,4316.0,29582.0,683.5258671850767,73.32777777777778,58.79,84.85,8.23111441084647,24.77777777777778,3.5433333333333334
phoenix,2019,23,3736.5,2755.0,4599.0,22419.0,722.0478515998784,86.04833333333333,80.07,92.45,5.435131706469192,18.833333333333332,3.0716666666666668
phoenix,2019,24,3998.3571428571427,2996.0,5468.0,55977.0,907.8627147268516,95.95785714285715,80.41,107.48,8.545940267457121,13.642857142857142,4.102142857142857
phoenix,2019,25,3690.6666666666665,0.0,5406.0,33216.0,1601.3356144169152,85.84444444444445,76.79,95.11,6.584966042264589,19.444444444444443,3.863333333333333
phoenix,2019,26,4485.833333333333,3763.0,5685.0,26915.0,640.4762030447866,93.02833333333332,88.95,96.6,3.3796474175077265,13.166666666666666,2.396666666666667
phoenix,2019,27,3743.3333333333335,2937.0,5418.0,22460.0,927.7563616956053,98.12333333333333,92.14,104.25,4.5070241475575274,12.666666666666666,4.641666666666667
phoenix,2019,28,3904.5714285714284,2867.0,5457.0,27332.0,816.5626853142501,91.63428571428572,74.19,103.74,9.62653079972714,10.0,4.025714285714286
phoenix,2019,29,5091.0,3250.0,6287.0,45819.0,1109.747043249046,95.13444444444445,88.34,103.38,5.693525074835251,22.77777777777778,4.386666666666667
phoenix,2019,30,5419.0,4684.0,6074.0,21676.0,630.2306456105308,91.59,81.57,100.69,7.974496849331627,41.75,3.075
phoenix,2019,31,4884.4,3733.0,6722.0,48844.0,988.8059241102652,96.933,77.78,109.22,9.709854158419565,32.2,3.9899999999999998
phoenix,2019,32,5072.0,4194.0,5911.0,15216.0,859.1641286739106,88.71666666666665,83.12,94.36,5.620145312474874,39.333333333333336,3.926666666666667
phoenix,2019,33,4803.454545454545,3140.0,6228.0,52838.0,1133.1142363977574,96.32454545454544,80.35,110.11,9.006558014731672,18.545454545454547,2.969090909090909
phoenix,2019,34,4847.0,3622.0,6765.0,33929.0,1293.6898134148437,93.34142857142857,81.96,106.47,10.201273496597421,25.714285714285715,3.7399999999999998
phoenix,2019,35,4635.666666666667,3648.0,5873.0,41721.0,892.7082390120523,95.73333333333333,78.46,106.57,9.172100359241611,33.333333333333336,3.8966666666666665
phoenix,2019,36,5290.0,3850.0,6587.0,52900.0,1045.0652292241537,95.135,86.41,106.47,6.139763386682299,30.7,3.979
phoenix,2019,37,3873.375,3263.0,5053.0,30987.0,680.7059229736645,91.63625,82.77,96.82,5.511305102112515,28.875,3.3075
phoenix,2019,38,4182.375,2885.0,5190.0,33459.0,923.2475194349872,82.175,73.1,88.92,5.69663559856668,40.75,4.4475
phoenix,2019,39,3499.125,2664.0,4080.0,27993.0,621.3854192735089,77.495,67.55,85.0,6.83492501787694,55.25,4.43
phoenix,2019,40,3202.285714285714,2628.0,4244.0,22416.0,548.7011069443042,74.30571428571429,65.44,88.38,7.684794200547072,33.857142857142854,3.6799999999999997
phoenix,2019,41,3056.0,2328.0,4508.0,12224.0,998.8036176679913,70.8925,63.02,87.89,11.538966952605996,28.25,4.7075
phoenix,2019,42,2902.6,2575.0,3085.0,14513.0,192.2519180658544,79.326,69.48,90.76,8.155622600390483,20.0,4.404
phoenix,2019,43,2813.3333333333335,2377.0,3723.0,25320.0,398.85366990915355,72.87333333333333,60.58,83.59,8.000124999023452,17.555555555555557,4.256666666666667
phoenix,2019,44,2708.6666666666665,2286.0,3171.0,16252.0,337.4431310112368,65.51333333333334,57.52,78.64,9.562421590092471,15.666666666666666,5.04
phoenix,2019,45,2859.3333333333335,2454.0,3429.0,17156.0,387.78688305133096,70.58333333333333,61.23,81.41,7.606275479278056,35.166666666666664,4.73
phoenix,2019,46,2888.4166666666665,2595.0,3304.0,34661.0,246.4022794807981,65.63583333333334,52.87,74.3,7.2154902288357565,36.25,3.9775000000000005
phoenix,2019,47,2582.8333333333335,2277.0,3030.0,15497.0,266.77437408166975,58.145,50.49,71.7,7.779025003173598,60.833333333333336,5.425
phoenix,2019,48,2833.2,2464.0,3113.0,14166.0,315.6884540175646,52.964,46.9,65.24,7.16247722509468,54.6,4.2
phoenix,2019,49,2816.5714285714284,2417.0,3253.0,39432.0,244.32755891212113,58.5,45.09,70.5,7.774149471164032,60.285714285714285,3.177857142857143
phoenix,2019,50,2744.0,2511.0,3142.0,13720.0,295.06609429075377,51.998000000000005,46.82,59.13,5.475556592712746,72.8,3.54
phoenix,2019,51,2923.8823529411766,2343.0,3761.0,49706.0,426.0491289676786,51.24176470588235,41.74,65.92,7.292072095171333,32.35294117647059,4.988235294117647
phoenix,2019,52,3095.909090909091,2623.0,3715.0,34055.0,344.27037471889867,47.960909090909084,33.44,66.61,8.600002854122147,71.81818181818181,3.9709090909090907
phoenix,2020,1,2573.5,2251.0,2901.0,10294.0,330.372012535364,50.817499999999995,41.51,61.58,10.53762267623332,54.5,3.6725
phoenix,2020,2,3022.3333333333335,2487.0,3774.0,18134.0,416.1844142524641,54.85166666666667,44.18,64.8,7.115258018277808,38.5,3.9966666666666666
phoenix,2020,3,3002.5,2464.0,3464.0,36030.0,361.32269636585363,52.84,38.49,69.8,10.703284967285002,48.916666666666664,3.36
phoenix,2020,4,2747.125,2415.0,3088.0,21977.0,269.40115467988835,61.0075,46.67,72.37,9.576876541217095,51.875,3.57875
phoenix,2020,5,2683.1111111111113,2290.0,3157.0,24148.0,306.6620470666546,53.236666666666665,45.86,58.48,3.7865914751924326,48.666666666666664,3.336666666666667
phoenix,2020,6,2640.8571428571427,2355.0,2949.0,18486.0,233.1140125714086,52.09285714285714,37.16,74.16,14.486194248646665,26.142857142857142,3.738571428571429
phoenix,2020,7,2742.5714285714284,2332.0,3294.0,19198.0,321.4596175482789,53.07142857142857,43.1,66.63,9.94127997890853,60.57142857142857,3.472857142857143
phoenix,2020,8,2559.5,2180.0,3194.0,20476.0,364.72886211149086,63.33,49.46,75.89,11.159436749739147,41.5,4.43125
phoenix,2020,9,2607.0,2203.0,3311.0,15642.0,433.22649965116403,56.074999999999996,45.35,69.22,8.044788996611407,44.833333333333336,4.035
phoenix,2020,10,2741.875,2132.0,3124.0,21935.0,329.4629558625891,58.478750000000005,48.33,74.98,8.973440871339632,51.25,3.95
phoenix,2020,11,2566.2,2206.0,2878.0,12831.0,274.80756903695357,59.001999999999995,50.81,64.96,5.836331895977128,72.4,3.386
phoenix,2020,12,2549.1,1964.0,3010.0,25491.0,315.73527941404757,59.541,48.84,72.59,8.416543827486434,55.2,3.815
phoenix,2020,13,2358.5,2052.0,2716.0,14151.0,215.90715597219102,57.37833333333333,50.25,62.21,4.267600809197912,40.833333333333336,2.2066666666666666
phoenix,2020,14,2444.75,2004.0,2820.0,19558.0,279.04979074402775,67.8375,53.57,75.78,9.025933667573044,32.625,3.975
phoenix,2020,15,2515.3333333333335,2122.0,2913.0,30184.0,273.5667886984601,68.40416666666667,58.27,80.54,6.04999092160601,31.666666666666668,3.5666666666666664
phoenix,2020,16,2459.4,2267.0,2830.0,12297.0,215.57087001726373,73.538,59.11,80.91,8.737226104433832,19.4,3.106
phoenix,2020,17,2931.0,2391.0,3459.0,14655.0,494.46789582337897,71.054,56.48,84.88,11.676882289378447,35.6,3.3300000000000005
san antonio,2018,1,7110.591428571429,5723.72,9518.42,49774.14,1328.6538470249825,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,2,6224.462,5662.06,6821.03,31122.31,438.0779252256385,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,3,7294.2225,5198.0,8887.26,58353.78,1294.1074180160958,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,4,6028.285,4345.56,8802.41,60282.85,1145.4623658520313,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,5,5948.653333333333,5350.19,6360.46,17845.96,530.3695896573762,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,6,7843.91,5722.99,8774.14,31375.64,1430.6368052723938,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,7,5735.724999999999,4252.36,7744.8,34414.35,1128.5616087347648,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,8,5794.801,4110.32,8013.88,57948.01,1419.4192711140709,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,9,5533.865,4333.23,6938.88,22135.46,1090.6464275373573,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,10,5260.532857142857,4147.51,6935.18,36823.73,1002.8205462712705,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,11,5714.258333333334,4401.44,7340.37,34285.55,1027.96918937129,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,12,5607.888888888889,4443.41,6726.67,50471.0,767.2801593525741,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,13,5691.89,4147.21,7919.94,73994.57,1040.345432777017,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,14,5715.361666666667,4437.28,7257.21,34292.17,952.2913583650053,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,15,5752.719090909091,4195.02,7440.86,63279.91,927.947005873229,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,16,5897.808333333333,4493.24,7561.5,35386.85,1023.9704890750841,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,17,6248.453333333334,5430.89,6811.45,18745.36,724.6306778168678,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,18,6142.99,5097.04,7773.5,30714.95,1257.9273540630238,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,19,5991.193333333333,4773.4,6782.69,17973.579999999998,1070.3308890400829,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,20,7634.633333333334,5543.23,10037.2,45807.8,1468.5405622272294,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,21,7525.306,5474.36,8384.97,37626.53,1207.055567457439,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,22,7763.715,5724.28,9644.29,31054.86,2003.091661582166,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,23,8844.887142857142,6917.45,11091.88,61914.21,1770.0527854814036,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,24,8958.481428571427,6081.61,11079.88,62709.369999999995,2056.501438182726,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,25,7835.408333333333,6716.64,10610.67,47012.45,1435.3924719938677,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,26,8402.903333333334,6263.0,10820.05,100834.84,1591.3348856817906,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,27,7408.336666666667,5931.91,10788.15,88900.04000000001,1542.373889692788,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,28,6887.8325,5662.37,10411.11,82653.99,1393.352442278074,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,29,8733.227058823528,6214.89,11922.1,148464.86,2379.8087739374264,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,30,7356.811,6263.0,11664.32,147136.22,2003.4666190352214,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,31,7240.003125,6263.0,11006.23,115840.05,1776.889219168221,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,32,7572.171538461538,6047.63,11671.63,98438.23,1993.4577268147511,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,33,7743.974999999999,6196.8,11805.36,92927.7,1939.3384873784346,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,34,7638.704705882353,6263.0,11397.07,129857.98,2011.7710985445065,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,35,7119.94,6263.0,11941.46,71199.4,1922.353315288321,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,36,6584.52,5668.26,8916.61,79014.24,874.1439630549734,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,37,6584.427368421052,4861.85,8214.0,125104.12,917.0258749096456,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,38,6755.517272727273,4955.93,9712.8,74310.69,1491.9445785691298,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,39,6836.561,4876.97,9747.16,136731.22,1280.0680552792167,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,40,6563.135333333334,5040.36,9290.38,98447.03,1170.0214497170957,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,41,6050.89,4434.56,8076.69,90763.35,1164.8759065239526,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,42,6080.833846153846,4254.61,6263.0,79050.84,552.9611838176116,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,43,6018.366470588235,4362.68,6743.78,102312.23,542.5633528093882,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,44,6068.75,4848.3,7410.93,97100.0,578.2009630339033,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,45,6298.713333333333,5125.32,7829.24,75584.56,582.4804494469139,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2018,46,6499.207647058824,5004.9,9955.14,110486.53,1183.3073433629224,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,47,5941.452857142857,5013.4,6264.58,83180.34,459.7192264085441,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,48,5982.7588888888895,5209.95,6263.0,107689.66,369.1392834831558,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,49,6327.960714285714,5654.89,7099.79,88591.45,328.52438023249175,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,50,6339.039523809523,5328.09,8599.49,133119.83,682.6679862090809,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,51,6023.189545454546,4573.07,6729.2,132510.17,518.1946551935982,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2018,52,6122.237368421052,4671.82,7643.52,116322.51,607.5752291860391,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,1,6502.954,5593.63,8322.09,130059.08,605.1207248005624,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,2,5957.855789473684,4706.55,6973.36,113199.26,621.3273609451495,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,3,6203.384,4753.45,7614.31,124067.68,705.1157629585596,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,4,6340.923846153846,4909.69,7766.2,82432.01,646.1270380317178,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,5,6359.283,4637.94,7827.62,127185.66,693.799019359505,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,6,6174.688,4116.46,9350.08,123493.76,1150.3676540754952,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,7,6086.924,5548.97,6263.0,60869.24,292.13806173717825,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,8,6558.721764705882,4716.05,8163.25,111498.27,997.5664497242483,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,9,5968.805454545454,4647.41,6263.0,65656.86,555.8812882147345,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,10,6956.161578947369,4650.31,10154.01,132167.07,1478.7587576495182,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,11,5673.7125,4239.52,6523.77,113474.25,712.633686286484,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,12,5986.477272727273,5038.34,6263.0,65851.25,400.1760123268487,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,13,5827.786000000001,4314.49,6502.22,87416.79000000001,727.1380817561407,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,14,6011.938,4557.99,6263.0,60119.38,548.8268990168435,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,15,5800.561176470588,4171.19,7082.73,98609.54,847.0489882076062,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,16,5739.209230769231,4275.04,6263.0,74609.72,561.3696330027947,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,17,5935.324736842105,4295.64,7195.93,112771.17,795.8342554505541,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,18,6116.738181818181,5032.12,7420.73,67284.12,709.1794364026384,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,19,5863.238421052632,4319.5,6567.5,111401.53,734.8733320879421,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,20,6907.766666666666,5649.28,8911.82,41446.6,1222.0383294097883,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2019,21,7438.306,5961.25,9610.38,111574.59,1271.0972212327874,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,22,6886.569,5478.0,8962.54,68865.69,1218.6442213145451,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,23,8571.478666666666,5335.44,11130.76,128572.18,1869.0683197093015,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,24,7442.6125,4852.0,10066.18,119081.8,1574.2939442747024,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,25,8339.680588235295,5639.54,11680.0,141774.57,1698.7601479883447,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,26,7305.2063157894745,5233.95,9719.23,138798.92,1361.5385359919962,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,27,7956.494375,6252.0,10579.0,127303.91,1700.8045757619882,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,28,8706.468823529412,6179.26,11362.0,148009.97,1910.364143543327,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,29,10208.136,7657.0,11574.0,153122.04,1223.394672474913,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,30,7321.503333333334,5467.84,10212.87,87858.04000000001,1560.7044859953662,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2019,31,8425.578000000001,6306.43,11864.0,210639.45,1787.05641511164,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,32,9107.38357142857,7200.6,12304.95,127503.37,1812.2723196949232,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,33,9780.121666666666,7048.09,12621.73,58680.729999999996,2657.8341540691863,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2019,34,9362.911875,7055.2,11390.2,149806.59,1326.6663725655558,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,35,8737.851428571428,6063.0,12322.07,122329.92,1870.7612088618946,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,36,9729.521666666667,6624.06,11506.79,116754.26000000001,1689.0491224883867,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2019,37,9079.501875,5635.44,11350.01,145272.03,1812.411665324111,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,38,8485.836666666666,6050.79,11066.0,178202.57,1647.1523588980265,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,39,8423.07,6141.13,10728.83,134769.12,1842.3383705099704,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,40,7834.75,5618.69,10637.15,78347.5,1849.0628151159292,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,41,7786.933333333333,5614.0,11024.0,116804.0,1805.876578177347,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,42,6291.373529411765,4269.71,9583.73,106953.35,1686.5835024574872,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,43,5789.991,4658.58,6829.76,57899.91,783.5946492989855,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,44,5844.61705882353,4557.0,7346.0,99358.49,684.8644426523825,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,45,5750.943888888889,4352.0,7127.65,103516.99,767.9438008553893,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,46,7226.583125,5348.21,9236.0,115625.33,1086.7751860295593,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,47,5886.780476190476,4478.0,6845.0,123622.39,612.0191527189015,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,48,5532.259999999999,4526.73,7025.0,99580.68,706.2243663312673,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,49,5893.37,5389.92,6617.0,100187.29,328.4332589545404,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,50,6042.917272727273,4408.13,7905.46,132944.18,848.3213811779333,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,51,6454.49625,4391.74,7523.34,103271.94,819.9495901974706,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2019,52,5666.66,4341.58,6460.0,96333.22,555.5967688665944,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,1,5900.046666666666,5615.0,6557.25,53100.42,350.67522609959195,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,2,5981.900666666666,4983.33,6722.76,89728.51,442.2484340029882,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,3,5813.512000000001,4504.69,6566.18,58135.12,626.4373007341687,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,4,5958.299444444445,4392.38,6825.24,107249.39,624.4288642334756,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,5,5873.7475,4482.02,7284.92,93979.96,825.0239338467704,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,6,6111.4885,4385.0,9282.33,122229.77,1193.9722768679392,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,7,6390.074444444444,5250.33,7917.48,57510.67,798.7195655721584,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,8,6495.017222222222,4437.0,8023.0,116910.31,949.7046776439969,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,9,5765.408260869566,4263.0,7489.0,132604.39,800.7601199465656,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,10,5538.607647058823,4390.0,6414.0,94156.33,527.7999689575756,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,11,5600.267307692308,4557.0,7601.74,145606.95,784.3967201030746,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,12,6060.354166666667,4686.0,7376.0,72724.25,994.9095964088974,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san antonio,2020,13,5987.32909090909,4010.47,8517.27,131721.24,1194.8186369244459,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,14,5428.886,4399.85,6509.35,108577.72,665.9939583446528,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,15,6130.491333333333,4699.0,9558.8,91957.37,1341.9444971696144,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,16,4919.3325,4155.0,5930.96,78709.32,598.97842450292,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,17,5159.7325,4096.0,7272.62,41277.86,1078.9319280361083,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,18,6731.24,5071.0,8901.0,53849.92,1580.5647646964678,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,19,6233.5,4089.0,9432.0,24934.0,2442.6942092697564,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,20,7390.818181818182,4320.0,9888.0,81299.0,1749.7439137303388,65.71,65.71,65.71,0.0,71.0,5.6
san antonio,2020,21,10327.0,10327.0,10327.0,10327.0,,65.71,65.71,65.71,,71.0,5.6
san diego,2018,26,2306.0,2306.0,2306.0,2306.0,,65.71,65.71,65.71,,71.0,5.6
san diego,2018,27,2617.4,1842.0,4042.0,13087.0,876.6426295817469,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,28,2732.8333333333335,2182.0,3498.0,16397.0,482.13044569562976,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san diego,2018,29,2685.9,2185.0,3219.0,26859.0,357.31170643508955,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,30,2728.5,2201.0,3858.0,27285.0,534.9756484592963,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,31,3530.0,2765.0,3962.0,24710.0,411.7381854204603,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,32,3114.714285714286,2526.0,4048.0,21803.0,534.3786779322052,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,33,2806.1666666666665,2421.0,3234.0,16837.0,368.432038056772,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san diego,2018,34,2745.5,2186.0,3062.0,16473.0,328.7909670292054,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san diego,2018,35,2460.6,2039.0,3144.0,12303.0,418.3082595407363,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,36,2388.5,2109.0,2742.0,9554.0,269.4642833475338,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,37,1942.5,1918.0,1967.0,3885.0,34.64823227814083,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,38,2385.222222222222,1947.0,3233.0,21467.0,472.06270181454124,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,39,2105.4285714285716,1908.0,2381.0,14738.0,181.73869258072807,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,40,2361.714285714286,1981.0,2922.0,16532.0,326.2778541293265,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,41,2144.3,1768.0,2758.0,21443.0,319.29959807887843,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,42,2173.8333333333335,1607.0,2786.0,13043.0,490.7771048721269,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san diego,2018,43,2126.625,1814.0,2639.0,17013.0,287.29822111726145,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,44,2192.6,1809.0,2497.0,10963.0,327.15256379860455,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,45,2164.875,1779.0,2603.0,17319.0,283.02672135330266,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,46,1959.8,1762.0,2344.0,9799.0,230.26984170750626,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,47,2091.1428571428573,1736.0,2786.0,14638.0,330.62286096166457,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,48,2341.714285714286,1947.0,2718.0,16392.0,315.34040563900373,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,49,2125.714285714286,1532.0,3003.0,14880.0,498.311052217292,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,50,2503.0,1943.0,2928.0,12515.0,387.1672765097794,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2018,51,2349.3333333333335,1948.0,2971.0,14096.0,471.15885502308737,65.71,65.71,65.71,0.0,71.0,5.599999999999999
san diego,2018,52,2050.0,1402.0,2879.0,14350.0,556.8138527970247,65.71,65.71,65.71,0.0,71.0,5.6
san diego,2019,1,2067.6666666666665,1494.0,2520.0,18609.0,367.8036160779282,65.71,65.71,65.71,0.0,71.0,5.6
